n	otype	in.subphrase	in.phrase_atom	in.phrase	in.clause_atom	in.clause	in.sentence_atom	in.sentence	in.half_verse	in.verse	in.chapter	in.book	distributional_parent	functional_parent	mother	book	chapter	code	det	dist	dist_unit	domain	freq_lex	freq_occ	function	g_cons	g_cons_utf8	g_lex	g_lex_utf8	g_nme	g_nme_utf8	g_pfm	g_pfm_utf8	g_prs	g_prs_utf8	g_uvf	g_uvf_utf8	g_vbe	g_vbe_utf8	g_vbs	g_vbs_utf8	g_word	g_word_utf8	gloss	gn	instruction	is_root	kind	kq_hybrid	kq_hybrid_utf8	label	language	languageISO	lex	lex0	lex_utf8	lexeme_count	ls	mother_object_type	nametype	nme	nu	number	pargr	pdp	pfm	phono	phono_trailer	prs	prs_gn	prs_nu	prs_ps	ps	qere	qere_trailer	qere_trailer_utf8	qere_utf8	rank_lex	rank_occ	rela	root	sp	st	suffix_gender	suffix_number	suffix_person	tab	trailer	trailer_utf8	txt	typ	uvf	vbe	vbs	verse	voc_lex	voc_lex_utf8	vs	vt
426647	chapter											426585				Genesis	24																																																																																		
1414946	verse										426647	426585				Genesis	24																																		" GEN 24,01"																																												1				
607512	half_verse									1414946	426647	426585																																							A																																																
1173893	sentence				517873	429660	1237631		607512	1414946	426647	426585																																																			1																																				
1237631	sentence_atom				517873	429660		1173893	607512	1414946	426647	426585		1173893																																																	1615																																				
429660	clause				517873		1237631	1173893	607512	1414946	426647	426585		1173893							clause_atoms	?																										VC											clause				1																	NA										?	WXQt								
517873	clause_atom					429660	1237631	1173893	607512	1414946	426647	426585	1237631	429660																																.N	TRUE																2200	1																											WXQt								
658021	phrase		911534		517873	429660	1237631	1173893	607512	1414946	426647	426585		429660					NA		clause_atoms				Conj																																						1																	NA											CP								
911534	phrase_atom			658021	517873	429660	1237631	1173893	607512	1414946	426647	426585	517873	658021					NA		clause_atoms																																										6786																	NA											CP								
11108	word		911534	658021	517873	429660	1237631	1173893	607512	1414946	426647	426585	911534	658021									50272	50238		W	ו	W:-	וְ													W:-	וְ	and	NA							Hebrew	hbo	W	W	ו		none			n/a	NA	11108		conj	n/a	wᵊ		n/a	NA	NA	NA	NA									conj	NA	NA	NA	NA						absent	n/a	n/a		W:	וְ	NA	NA
658022	phrase		911535		517873	429660	1237631	1173893	607512	1414946	426647	426585		429660					det		clause_atoms				Subj																																						2																	NA											PrNP								
911535	phrase_atom			658022	517873	429660	1237631	1173893	607512	1414946	426647	426585	517873	658022					det		clause_atoms																																										6787																	NA											PrNP								
11109	word		911535	658022	517873	429660	1237631	1173893	607512	1414946	426647	426585	911535	658022									175	175		>BRHM	אברהם	>AB:R@H@M	אַבְרָהָם	/	֜											>AB:R@H@74M	אַבְרָהָ֣ם	Abraham	m							Hebrew	hbo	>BRHM/	>BRHM	אברהם		none		pers		sg	11109		nmpr	n/a	ʔavrāhˈām	 	n/a	NA	NA	NA	NA					268	248			nmpr	a	NA	NA	NA		 	 			absent	n/a	n/a		>AB:R@H@M	אַבְרָהָם	NA	NA
658023	phrase		911536		517873	429660	1237631	1173893	607512	1414946	426647	426585		429660					NA		clause_atoms				Pred																																						3																	NA											VP								
911536	phrase_atom			658023	517873	429660	1237631	1173893	607512	1414946	426647	426585	517873	658023					NA		clause_atoms																																										6788																	NA											VP								
11110	word		911536	658023	517873	429660	1237631	1173893	607512	1414946	426647	426585	911536	658023									24	57		ZQN	זקן	Z@Q;N	זָקֵן									[				Z@Q;80N	זָקֵ֔ן	be old	m							Hebrew	hbo	ZQN[	ZQN	זקן		none			absent	sg	11110		verb	absent	zāqˈēn	 	absent	unknown	unknown	unknown	p3					1286	697			verb	NA	unknown	unknown	unknown		 	 			absent		absent		ZQN	זקן	qal	perf
1173894	sentence				517874	429661	1237632		607512	1414946	426647	426585																																																			2																																				
1237632	sentence_atom				517874	429661		1173894	607512	1414946	426647	426585		1173894																																																	1616																																				
429661	clause				517874		1237632	1173894	607512	1414946	426647	426585		1173894							clause_atoms	?																										VC											clause				1																	NA										?	ZQt0								
517874	clause_atom					429661	1237632	1173894	607512	1414946	426647	426585	1237632	429661	517873			122		-1																										..	FALSE																2201	1																							3				ZQt0								
658024	phrase		911537		517874	429661	1237632	1173894	607512	1414946	426647	426585		429661					NA		clause_atoms				Pred																																						1																	NA											VP								
911537	phrase_atom			658024	517874	429661	1237632	1173894	607512	1414946	426647	426585	517874	658024					NA		clause_atoms																																										6789																	NA											VP								
11111	word		911537	658024	517874	429661	1237632	1173894	607512	1414946	426647	426585	911537	658024									2570	399		B>	בא	B.@>	בָּא									[				B.@73>	בָּ֖א	come	m							Hebrew	hbo	BW>[	BW>	בוא		none			absent	sg	11111		verb	absent	bˌā	 	absent	unknown	unknown	unknown	p3					19	84			verb	NA	unknown	unknown	unknown		 	 			absent		absent		BW>	בוא	qal	perf
658025	phrase		911538		517874	429661	1237632	1173894	607512	1414946	426647	426585		429661					det		clause_atoms				Cmpl																																						2																	NA											PP								
911538	phrase_atom			658025	517874	429661	1237632	1173894	607512	1414946	426647	426585	517874	658025					det		clause_atoms																																										6790																	NA											PP								
11112	word		911538	658025	517874	429661	1237632	1173894	607512	1414946	426647	426585	911538	658025									15542	14194		B	ב	B.A-	בַּ													B.A-	בַּ	in	NA							Hebrew	hbo	B	B	ב		none			n/a	NA	11112		prep	n/a	ba		absent	unknown	unknown	unknown	NA					3	3			prep	NA	unknown	unknown	unknown						absent	n/a	n/a		B.:	בְּ	NA	NA
11113	word		911538	658025	517874	429661	1237632	1173894	607512	1414946	426647	426585	911538	658025									30386	6487				-														-		the	NA							Hebrew	hbo	H	H	ה		none			n/a	NA	11113		art	n/a			n/a	NA	NA	NA	NA					1	6			art	NA	NA	NA	NA						absent	n/a	n/a		HA	הַ	NA	NA
11114	word		911538	658025	517874	429661	1237632	1173894	607512	1414946	426647	426585	911538	658025									2304	534		JMJM	ימים	J.@M	יָּם	/IJM	ִ֜ים											J.@MI92JM	יָּמִ֑ים	day	m							Hebrew	hbo	JWM/	JWM	יום		padv			JM	pl	11114		subs	n/a	yyāmˈîm	 	absent	unknown	unknown	unknown	NA					23	66			subs	a	unknown	unknown	unknown		 	 			absent	n/a	n/a		JOWM	יֹום	NA	NA
607513	half_verse				517875	429662	1237633	1173895		1414946	426647	426585																																							B																																																
1173895	sentence				517875	429662	1237633		607513	1414946	426647	426585																																																			3																																				
1237633	sentence_atom				517875	429662		1173895	607513	1414946	426647	426585		1173895																																																	1617																																				
429662	clause				517875		1237633	1173895	607513	1414946	426647	426585		1173895							clause_atoms	?																										VC											clause				1																	NA										??	WXQt								
517875	clause_atom					429662	1237633	1173895	607513	1414946	426647	426585	1237633	429662	517873			200		-2																										.#	FALSE																2202	1.1																							2				WXQt								
658026	phrase		911539		517875	429662	1237633	1173895	607513	1414946	426647	426585		429662					NA		clause_atoms				Conj																																						1																	NA											CP								
911539	phrase_atom			658026	517875	429662	1237633	1173895	607513	1414946	426647	426585	517875	658026					NA		clause_atoms																																										6791																	NA											CP								
11115	word		911539	658026	517875	429662	1237633	1173895	607513	1414946	426647	426585	911539	658026									50272	50238		W	ו	WA-	וַ													WA95-	וַֽ	and	NA							Hebrew	hbo	W	W	ו		none			n/a	NA	11115		conj	n/a	wˈa		n/a	NA	NA	NA	NA									conj	NA	NA	NA	NA						absent	n/a	n/a		W:	וְ	NA	NA
658027	phrase		911540		517875	429662	1237633	1173895	607513	1414946	426647	426585		429662					det		clause_atoms				Subj																																						2																	NA											PrNP								
911540	phrase_atom			658027	517875	429662	1237633	1173895	607513	1414946	426647	426585	517875	658027					det		clause_atoms																																										6792																	NA											PrNP								
11116	word		911540	658027	517875	429662	1237633	1173895	607513	1414946	426647	426585	911540	658027									6828	6828		JHWH	יהוה	JHW@H	יהוָה	/	֜											JHW@91H	יהוָ֛ה	YHWH	m							Hebrew	hbo	JHWH/	JHWH	יהוה		none		pers		sg	11116		nmpr	n/a	[yhwˈāh]	 	n/a	NA	NA	NA	NA					6	5			nmpr	a	NA	NA	NA		 	 			absent	n/a	n/a		J:HW@H	יְהוָה	NA	NA
658028	phrase		911541		517875	429662	1237633	1173895	607513	1414946	426647	426585		429662					NA		clause_atoms				Pred																																						3																	NA											VP								
911541	phrase_atom			658028	517875	429662	1237633	1173895	607513	1414946	426647	426585	517875	658028					NA		clause_atoms																																										6793																	NA											VP								
11117	word		911541	658028	517875	429662	1237633	1173895	607513	1414946	426647	426585	911541	658028									327	44		BRK	ברך	B.;RAK:	בֵּרַךְ									[				B.;RA71K:	בֵּרַ֥ךְ	bless	m							Hebrew	hbo	BRK[	BRK	ברך		none			absent	sg	11117		verb	absent	bērˌaḵ	 	absent	unknown	unknown	unknown	p3					152	887			verb	NA	unknown	unknown	unknown		 	 			absent		absent		BRK	ברך	piel	perf
658029	phrase		911542		517875	429662	1237633	1173895	607513	1414946	426647	426585		429662					det		clause_atoms				Objc																																						4																	NA											PP								
911542	phrase_atom			658029	517875	429662	1237633	1173895	607513	1414946	426647	426585	517875	658029					det		clause_atoms																																										6794																	NA											PP								
11118	word		911542	658029	517875	429662	1237633	1173895	607513	1414946	426647	426585	911542	658029									10989	9743		>T	את	>ET	אֶת													>ET	אֶת	<object marker>	NA							Hebrew	hbo	>T	>T	את		none			n/a	NA	11118		prep	n/a	ʔeṯ-		absent	unknown	unknown	unknown	NA					4	4			prep	NA	unknown	unknown	unknown		&	־			absent	n/a	n/a		>;T	אֵת	NA	NA
11119	word		911542	658029	517875	429662	1237633	1173895	607513	1414946	426647	426585	911542	658029									175	175		>BRHM	אברהם	>AB:R@H@M	אַבְרָהָם	/	֜											>AB:R@H@73M	אַבְרָהָ֖ם	Abraham	m							Hebrew	hbo	>BRHM/	>BRHM	אברהם		none		pers		sg	11119		nmpr	n/a	ʔavrāhˌām	 	n/a	NA	NA	NA	NA					268	248			nmpr	a	NA	NA	NA		 	 			absent	n/a	n/a		>AB:R@H@M	אַבְרָהָם	NA	NA
658030	phrase		911543		517875	429662	1237633	1173895	607513	1414946	426647	426585		429662					det		clause_atoms				Cmpl																																						5																	NA											PP								
911543	phrase_atom			658030	517875	429662	1237633	1173895	607513	1414946	426647	426585	517875	658030					det		clause_atoms																																										6795																	NA											PP								
11120	word		911543	658030	517875	429662	1237633	1173895	607513	1414946	426647	426585	911543	658030									15542	14194		B	ב	B.A-	בַּ													B.A-	בַּ	in	NA							Hebrew	hbo	B	B	ב		none			n/a	NA	11120		prep	n/a	ba		absent	unknown	unknown	unknown	NA					3	3			prep	NA	unknown	unknown	unknown						absent	n/a	n/a		B.:	בְּ	NA	NA
11121	word		911543	658030	517875	429662	1237633	1173895	607513	1414946	426647	426585	911543	658030									30386	6487				-														-		the	NA							Hebrew	hbo	H	H	ה		none			n/a	NA	11121		art	n/a			n/a	NA	NA	NA	NA					1	6			art	NA	NA	NA	NA						absent	n/a	n/a		HA	הַ	NA	NA
11122	word		911543	658030	517875	429662	1237633	1173895	607513	1414946	426647	426585	911543	658030									5412	5196		KL	כל	K.OL	כֹּל	/	֜											K.O75L	כֹּֽל	whole	m							Hebrew	hbo	KL/	KL	כל		nmdi				sg	11122		subs	n/a	kkˈōl	 . 	absent	unknown	unknown	unknown	NA					10	9			subs	a	unknown	unknown	unknown		0	׃ 			absent	n/a	n/a		K.OL	כֹּל	NA	NA
1414947	verse										426647	426585				Genesis	24																																		" GEN 24,02"																																												2				
607514	half_verse						1237634	1173896		1414947	426647	426585																																							A																																																
1173896	sentence						1237634		607514	1414947	426647	426585																																																			4																																				
1237634	sentence_atom							1173896	607514	1414947	426647	426585		1173896																																																	1618																																				
429663	clause				517876		1237634	1173896	607514	1414947	426647	426585		1173896							clause_atoms	N																										VC											clause				1																	NA										?N	WayX								
517876	clause_atom					429663	1237634	1173896	607514	1414947	426647	426585	1237634	429663	517873			472		-3																										.#	FALSE																2203	1.2																							1				WayX								
658031	phrase		911544		517876	429663	1237634	1173896	607514	1414947	426647	426585		429663					NA		clause_atoms				Conj																																						1																	NA											CP								
911544	phrase_atom			658031	517876	429663	1237634	1173896	607514	1414947	426647	426585	517876	658031					NA		clause_atoms																																										6796																	NA											CP								
11123	word		911544	658031	517876	429663	1237634	1173896	607514	1414947	426647	426585	911544	658031									50272	50238		W	ו	WA-	וַ													WA-	וַ	and	NA							Hebrew	hbo	W	W	ו		none			n/a	NA	11123		conj	n/a	wa		n/a	NA	NA	NA	NA									conj	NA	NA	NA	NA						absent	n/a	n/a		W:	וְ	NA	NA
658032	phrase		911545		517876	429663	1237634	1173896	607514	1414947	426647	426585		429663					NA		clause_atoms				Pred																																						2																	NA											VP								
911545	phrase_atom			658032	517876	429663	1237634	1173896	607514	1414947	426647	426585	517876	658032					NA		clause_atoms																																										6797																	NA											VP								
11124	word		911545	658032	517876	429663	1237634	1173896	607514	1414947	426647	426585	911545	658032									5307	2160		J>MR	יאמר	>MER	אמֶר			!J.O!	יֹּ					[				J.O74>MER	יֹּ֣אמֶר	say	m							Hebrew	hbo	>MR[	>MR	אמר		quot			absent	sg	11124		verb	J	yyˈōmer	 	absent	unknown	unknown	unknown	p3					11	18			verb	NA	unknown	unknown	unknown		 	 			absent		absent		>MR	אמר	qal	wayq
658033	phrase		911546		517876	429663	1237634	1173896	607514	1414947	426647	426585		429663					det		clause_atoms				Subj																																						3																	NA											PrNP								
911546	phrase_atom			658033	517876	429663	1237634	1173896	607514	1414947	426647	426585	517876	658033					det		clause_atoms																																										6798																	NA											PrNP								
11125	word		911546	658033	517876	429663	1237634	1173896	607514	1414947	426647	426585	911546	658033									175	175		>BRHM	אברהם	>AB:R@H@M	אַבְרָהָם	/	֜											>AB:R@H@81M	אַבְרָהָ֗ם	Abraham	m							Hebrew	hbo	>BRHM/	>BRHM	אברהם		none		pers		sg	11125		nmpr	n/a	ʔavrāhˈām	 	n/a	NA	NA	NA	NA					268	248			nmpr	a	NA	NA	NA		 	 			absent	n/a	n/a		>AB:R@H@M	אַבְרָהָם	NA	NA
658034	phrase				517876	429663	1237634	1173896	607514	1414947	426647	426585		429663					det		clause_atoms				Cmpl																																						4																	NA											PP								
911547	phrase_atom			658034	517876	429663	1237634	1173896	607514	1414947	426647	426585	517876	658034					det		clause_atoms																																										6799																	NA											PP								
11126	word		911547	658034	517876	429663	1237634	1173896	607514	1414947	426647	426585	911547	658034									5517	4839		>L	אל	>EL	אֶל													>EL	אֶל	to	NA							Hebrew	hbo	>L	>L	אל		none			n/a	NA	11126		prep	n/a	ʔel-		absent	unknown	unknown	unknown	NA					8	11			prep	NA	unknown	unknown	unknown		&	־			absent	n/a	n/a		>EL	אֶל	NA	NA
11127	word		911547	658034	517876	429663	1237634	1173896	607514	1414947	426647	426585	911547	658034									800	89		<BDW	עבדו	<AB:D.	עַבְדּ	/	֜			#NAME?	ֹו							<AB:D.OW03	עַבְדֹּו֙	servant	m							Hebrew	hbo	<BD/	<BD	עבד		none				sg	11127		subs	n/a	ʕavdˌô	 	W	m	sg	p3	NA					61	466			subs	a	m	sg	p3		 	 			absent	n/a	n/a		<EBED	עֶבֶד	NA	NA
911548	phrase_atom			658034	517876	429663	1237634	1173896	607514	1414947	426647	426585	517876	658034	911547				det	-1	phrase_atoms																																										6800																	Appo											NP								
1303596	subphrase		911548	658034	517876	429663	1237634	1173896	607514	1414947	426647	426585																																															NA																					NA																			
11128	word	1303596	911548	658034	517876	429663	1237634	1173896	607514	1414947	426647	426585	911548	658034									181	57		ZQN	זקן	Z:QAN	זְקַן	/	֜											Z:QA74N	זְקַ֣ן	old	m							Hebrew	hbo	ZQN/	ZQN	זקן		none				sg	11128		subs	n/a	zᵊqˈan	 	absent	unknown	unknown	unknown	NA					262	697			adjv	c	unknown	unknown	unknown		 	 			absent	n/a	n/a		Z@Q;N	זָקֵן	NA	NA
1303597	subphrase		911548	658034	517876	429663	1237634	1173896	607514	1414947	426647	426585			11128					-1																																							word																					rec																			
11129	word	1303597	911548	658034	517876	429663	1237634	1173896	607514	1414947	426647	426585	911548	658034									2063	169		BJTW	ביתו	B.;JT	בֵּית	/	֜			#NAME?	ֹו							B.;JTO80W	בֵּיתֹ֔ו	house	m							Hebrew	hbo	BJT/	BJT	בית		none				sg	11129		subs	n/a	bêṯˈô	 	W	m	sg	p3	NA					26	262			subs	a	m	sg	p3		 	 			absent	n/a	n/a		B.AJIT	בַּיִת	NA	NA
429664	clause				517877		1237634	1173896	607514	1414947	426647	426585		1173896	658034					-3	phrase_atoms	N																										VC											phrase				2																	Attr										?N	Ptcp								
517877	clause_atom					429664	1237634	1173896	607514	1414947	426647	426585	1237634	429664	517876			16		-1																										..	FALSE																2204	1.2																							3				Ptcp								
658035	phrase		911549		517877	429664	1237634	1173896	607514	1414947	426647	426585		429664					NA		clause_atoms				Rela																																						1																	NA											CP								
911549	phrase_atom			658035	517877	429664	1237634	1173896	607514	1414947	426647	426585	517877	658035					NA		clause_atoms																																										6801																	NA											CP								
11130	word		911549	658035	517877	429664	1237634	1173896	607514	1414947	426647	426585	911549	658035									30386	24664		H	ה	HA-	הַ													HA-	הַ	the	NA							Hebrew	hbo	H	H	ה		none			n/a	NA	11130		conj	n/a	ha		n/a	NA	NA	NA	NA					1	1			art	NA	NA	NA	NA						absent	n/a	n/a		HA	הַ	NA	NA
658036	phrase		911550		517877	429664	1237634	1173896	607514	1414947	426647	426585		429664					NA		clause_atoms				PreC																																						2																	NA											VP								
911550	phrase_atom			658036	517877	429664	1237634	1173896	607514	1414947	426647	426585	517877	658036					NA		clause_atoms																																										6802																	NA											VP								
11131	word		911550	658036	517877	429664	1237634	1173896	607514	1414947	426647	426585	911550	658036									80	60		MCL	משׁל	M.OC;L	מֹּשֵׁל	/	֜							[				M.OC;73L	מֹּשֵׁ֖ל	rule	m							Hebrew	hbo	MCL[	MCL	משׁל		none				sg	11131		verb	absent	mmōšˌēl	 	absent	unknown	unknown	unknown	unknown					490	659			verb	a	unknown	unknown	unknown		 	 			absent		absent		MCL	משׁל	qal	ptca
658037	phrase		911551		517877	429664	1237634	1173896	607514	1414947	426647	426585		429664					und		clause_atoms				Cmpl																																						3																	NA											PP								
911551	phrase_atom			658037	517877	429664	1237634	1173896	607514	1414947	426647	426585	517877	658037					und		clause_atoms																																										6803																	NA											PP								
11132	word		911551	658037	517877	429664	1237634	1173896	607514	1414947	426647	426585	911551	658037									15542	14194		B	ב	B.:-	בְּ													B.:-	בְּ	in	NA							Hebrew	hbo	B	B	ב		none			n/a	NA	11132		prep	n/a	bᵊ		absent	unknown	unknown	unknown	NA					3	3			prep	NA	unknown	unknown	unknown						absent	n/a	n/a		B.:	בְּ	NA	NA
11133	word		911551	658037	517877	429664	1237634	1173896	607514	1414947	426647	426585	911551	658037									5412	5196		KL	כל	K@L	כָל	/	֜											K@L	כָל	whole	m							Hebrew	hbo	KL/	KL	כל		nmdi				sg	11133		subs	n/a	ḵol-		absent	unknown	unknown	unknown	NA					10	9			subs	c	unknown	unknown	unknown		&	־			absent	n/a	n/a		K.OL	כֹּל	NA	NA
429665	clause				517878		1237634	1173896	607514	1414947	426647	426585		1173896	11133					-2	words	N																										NC											word				3																	RgRc										?N	NmCl								
517878	clause_atom					429665	1237634	1173896	607514	1414947	426647	426585	1237634	429665	517877			10		-1																										..	FALSE																2205	1.2																							4				NmCl								
658038	phrase		911552		517878	429665	1237634	1173896	607514	1414947	426647	426585		429665					NA		clause_atoms				Rela																																						1																	NA											CP								
911552	phrase_atom			658038	517878	429665	1237634	1173896	607514	1414947	426647	426585	517878	658038					NA		clause_atoms																																										6804																	NA											CP								
11134	word		911552	658038	517878	429665	1237634	1173896	607514	1414947	426647	426585	911552	658038									5500	5547		>CR	אשׁר	>:ACER	אֲשֶׁר													>:ACER	אֲשֶׁר	<relative>	NA							Hebrew	hbo	>CR	>CR	אשׁר		none			n/a	NA	11134		conj	n/a	ʔᵃšer-		n/a	NA	NA	NA	NA					9	8			conj	NA	NA	NA	NA		&	־			absent	n/a	n/a		>:ACER	אֲשֶׁר	NA	NA
658039	phrase		911553		517878	429665	1237634	1173896	607514	1414947	426647	426585		429665					det		clause_atoms				PreC																																						2																	NA											PP								
911553	phrase_atom			658039	517878	429665	1237634	1173896	607514	1414947	426647	426585	517878	658039					det		clause_atoms																																										6805																	NA											PP								
11135	word		911553	658039	517878	429665	1237634	1173896	607514	1414947	426647	426585	911553	658039									20069	1160		LW	לו	L	ל					#NAME?	ֹו							LO92W	לֹ֑ו	to	NA							Hebrew	hbo	L	L	ל		none			n/a	NA	11135		prep	n/a	lˈô	 	W	m	sg	p3	NA					2	32			prep	NA	m	sg	p3		 	 			absent	n/a	n/a		L:	לְ	NA	NA
607515	half_verse				517879	429666	1237635	1173897		1414947	426647	426585																																							B																																																
1173897	sentence				517879	429666	1237635		607515	1414947	426647	426585																																																			5																																				
1237635	sentence_atom				517879	429666		1173897	607515	1414947	426647	426585		1173897																																																	1619																																				
429666	clause				517879		1237635	1173897	607515	1414947	426647	426585		1173897							clause_atoms	Q																										VC											clause				1																	NA										?NQ	ZIm0								
517879	clause_atom					429666	1237635	1173897	607515	1414947	426647	426585	1237635	429666	517876			999		-3																										.q	FALSE																2206	1.2.1																							2				ZIm0								
658040	phrase		911554		517879	429666	1237635	1173897	607515	1414947	426647	426585		429666					NA		clause_atoms				Pred																																						1																	NA											VP								
911554	phrase_atom			658040	517879	429666	1237635	1173897	607515	1414947	426647	426585	517879	658040					NA		clause_atoms																																										6806																	NA											VP								
11136	word		911554	658040	517879	429666	1237635	1173897	607515	1414947	426647	426585	911554	658040									583	35		FJM	שׂים	FIJM	שִׂים			!!						[				FI45JM	שִֽׂים	put	m							Hebrew	hbo	FJM[	FJM	שׂים		none			absent	sg	11136		verb		śˈîm-		absent	unknown	unknown	unknown	p2					86	1099			verb	NA	unknown	unknown	unknown		&	־			absent		absent		FJM	שׂים	qal	impv
658041	phrase		911555		517879	429666	1237635	1173897	607515	1414947	426647	426585		429666					NA		clause_atoms				Intj																																						2																	NA											InjP								
911555	phrase_atom			658041	517879	429666	1237635	1173897	607515	1414947	426647	426585	517879	658041					NA		clause_atoms																																										6807																	NA											InjP								
11137	word		911555	658041	517879	429666	1237635	1173897	607515	1414947	426647	426585	911555	658041									404	409		N>	נא	N@>	נָא													N@71>	נָ֥א	yeah	NA							Hebrew	hbo	N>	N>	נא		none			n/a	NA	11137		intj	n/a	nˌā	 	absent	unknown	unknown	unknown	NA					128	82			intj	NA	unknown	unknown	unknown		 	 			absent	n/a	n/a		N@>	נָא	NA	NA
658042	phrase		911556		517879	429666	1237635	1173897	607515	1414947	426647	426585		429666					det		clause_atoms				Objc																																						3																	NA											NP								
911556	phrase_atom			658042	517879	429666	1237635	1173897	607515	1414947	426647	426585	517879	658042					det		clause_atoms																																										6808																	NA											NP								
11138	word		911556	658042	517879	429666	1237635	1173897	607515	1414947	426647	426585	911556	658042									1618	178		JDK	ידך	J@D	יָד	/	֜			+:K@	ְכָ							J@D:K@73	יָדְךָ֖	hand	unknown							Hebrew	hbo	JD/	JD	יד		none				sg	11138		subs	n/a	yāḏᵊḵˌā	 	K	m	sg	p2	NA					29	243			subs	a	m	sg	p2		 	 			absent	n/a	n/a		J@D	יָד	NA	NA
658043	phrase		911557		517879	429666	1237635	1173897	607515	1414947	426647	426585		429666					det		clause_atoms				Cmpl																																						4																	NA											PP								
911557	phrase_atom			658043	517879	429666	1237635	1173897	607515	1414947	426647	426585	517879	658043					det		clause_atoms																																										6809																	NA											PP								
11139	word		911557	658043	517879	429666	1237635	1173897	607515	1414947	426647	426585	911557	658043									505	363		TXT	תחת	T.AXAT	תַּחַת	/	֜											T.A71XAT	תַּ֥חַת	under part	m							Hebrew	hbo	TXT/	TXT	תחת		ppre				sg	11139		prep	n/a	tˌaḥaṯ	 	absent	unknown	unknown	unknown	NA					99	101			subs	c	unknown	unknown	unknown		 	 			absent	n/a	n/a		T.AXAT	תַּחַת	NA	NA
1438576	lex																						34																					upper thigh								Hebrew		JRK/																								1004				subs														J@R;K:	יָרֵךְ		
11140	word		911557	658043	517879	429666	1237635	1173897	607515	1414947	426647	426585	911557	658043									34	2		JRKJ	ירכי	J:R;K	יְרֵך	/	֜			#NAME?	ִי							J:R;KI75J	יְרֵכִֽי	upper thigh	f							Hebrew	hbo	JRK/	JRK	ירך		none				sg	11140		subs	n/a	yᵊrēḵˈî	 . 	J	unknown	sg	p1	NA					1004	9178			subs	a	unknown	sg	p1		0	׃ 			absent	n/a	n/a		J@R;K:	יָרֵךְ	NA	NA
1414948	verse						1237636	1173898			426647	426585				Genesis	24																																		" GEN 24,03"																																												3				
1173898	sentence						1237636			1414948	426647	426585																																																			6																																				
1237636	sentence_atom							1173898		1414948	426647	426585		1173898																																																	1620																																				
607516	half_verse				517880	429667	1237636	1173898		1414948	426647	426585																																							A																																																
429667	clause				517880		1237636	1173898	607516	1414948	426647	426585		1173898							clause_atoms	Q																										VC											clause				1																	NA										?NQ	WYq0								
517880	clause_atom					429667	1237636	1173898	607516	1414948	426647	426585	1237636	429667	517879			413		-1																										..	FALSE																2207	1.2.1																							3				WYq0								
658044	phrase		911558		517880	429667	1237636	1173898	607516	1414948	426647	426585		429667					NA		clause_atoms				Conj																																						1																	NA											CP								
911558	phrase_atom			658044	517880	429667	1237636	1173898	607516	1414948	426647	426585	517880	658044					NA		clause_atoms																																										6810																	NA											CP								
11141	word		911558	658044	517880	429667	1237636	1173898	607516	1414948	426647	426585	911558	658044									50272	50238		W	ו	W:-	וְ													W:-	וְ	and	NA							Hebrew	hbo	W	W	ו		none			n/a	NA	11141		conj	n/a	wᵊ		n/a	NA	NA	NA	NA									conj	NA	NA	NA	NA						absent	n/a	n/a		W:	וְ	NA	NA
658045	phrase		911559		517880	429667	1237636	1173898	607516	1414948	426647	426585		429667					NA		clause_atoms				PreO																																						2																	NA											VP								
911559	phrase_atom			658045	517880	429667	1237636	1173898	607516	1414948	426647	426585	517880	658045					NA		clause_atoms																																										6811																	NA											VP								
11142	word		911559	658045	517880	429667	1237636	1173898	607516	1414948	426647	426585	911559	658045									185	1		>CBJ<K	אשׁביעך	C:B.IJ<:A	שְׁבִּיעֲ			!>A!	אַ	+K@	כָ			[		]]		>AC:B.I74J<:AK@80	אַשְׁבִּ֣יעֲךָ֔	swear	unknown							Hebrew	hbo	CB<[	CB<	שׁבע		none			absent	sg	11142		verb	>	ʔašbˈîʕᵃḵˈā	 	K	m	sg	p2	p1					257	12851			verb	NA	m	sg	p2		 	 			absent		H		CB<	שׁבע	hif	impf
658046	phrase				517880	429667	1237636	1173898	607516	1414948	426647	426585		429667					det		clause_atoms				Cmpl																																						3																	NA											PP								
911560	phrase_atom			658046	517880	429667	1237636	1173898	607516	1414948	426647	426585	517880	658046					det		clause_atoms																																										6812																	NA											PP								
11143	word		911560	658046	517880	429667	1237636	1173898	607516	1414948	426647	426585	911560	658046									15542	14194		B	ב	B.A-	בַּ													B.A95-	בַּֽ	in	NA							Hebrew	hbo	B	B	ב		none			n/a	NA	11143		prep	n/a	bˈa		absent	unknown	unknown	unknown	NA					3	3			prep	NA	unknown	unknown	unknown						absent	n/a	n/a		B.:	בְּ	NA	NA
11144	word		911560	658046	517880	429667	1237636	1173898	607516	1414948	426647	426585	911560	658046									6828	6828		JHWH	יהוה	JHW@H	יהוָה	/	֜											JHW@H03	יהוָה֙	YHWH	m							Hebrew	hbo	JHWH/	JHWH	יהוה		none		pers		sg	11144		nmpr	n/a	[yhwˌāh]	 	n/a	NA	NA	NA	NA					6	5			nmpr	a	NA	NA	NA		 	 			absent	n/a	n/a		J:HW@H	יְהוָה	NA	NA
911561	phrase_atom			658046	517880	429667	1237636	1173898	607516	1414948	426647	426585	517880	658046	911560				det	-1	phrase_atoms																																										6813																	Appo											NP								
